,cod_reg_rbd,nom_reg_rbd_a,cod_com_rbd,nom_com_rbd,cod_depe2,rural_rbd,cod_ense2,cod_jor,mrun,gen_alu_x,edad_alu,cod_reg_alu,prom_gral,asistencia,codigo_unico,gen_alu_y,anio_ing_carr_ori,tipo_inst_3,_merge
23220,14,RIOS,14101,VALDIVIA,2,0,5,3,24013773,1,17,14,"6,2",87,I90S1C144J1V1,1,2021,Universidades Privadas CRUCH,both
45681,15,AYP,15101,ARICA,2,0,5,3,20729464,1,18,15,"6,6",100,I13S2C13J1V1,1,2021,Universidades Privadas,both
54120,8,BBIO,8103,CHIGUAYANTE,2,0,5,3,22712844,1,17,8,"6,8",96,I93S1C23J1V1,1,2021,Universidades Privadas CRUCH,both
11886,6,LGBO,6301,SAN FERNANDO,2,0,5,3,24988911,1,18,6,"6,9",87,I20S1C37J1V1,1,2021,Universidades Privadas,both
41142,13,RM,13601,TALAGANTE,3,0,5,3,19189806,2,17,13,"6,9",97,I45S2C38J1V1,2,2021,Universidades Privadas,both
34421,13,RM,13110,LA FLORIDA,1,0,5,3,15254483,1,20,13,"6,9",85,I69S1C261J1V1,1,2021,Universidades Privadas CRUCH,both
22058,9,ARAUC,9108,LAUTARO,1,0,5,1,13637596,2,17,9,7,100,I76S1C311J1V1,2,2021,Universidades Estatales CRUCH,both
29264,13,RM,13108,INDEPENDENCIA,3,0,5,3,9535086,1,17,13,"6,4",84,I13S1C9J1V1,1,2021,Universidades Privadas,both
57347,13,RM,13601,TALAGANTE,2,0,7,3,16824557,1,17,5,"6,1",92,I111S15C58J1V1,1,2021,Institutos Profesionales,both
1380,2,ANTOF,2201,CALAMA,1,0,7,3,14892094,1,19,2,"5,6",85,I430S4C325J1V1,1,2021,Centros de Formación Técnica,both
35660,13,RM,13131,SAN RAMÓN,4,0,7,3,21958290,2,17,13,0,0,I2S1C224J1V1,2,2021,Universidades Privadas,both
5747,5,VALPO,5301,LOS ANDES,4,0,7,1,10321130,2,17,5,"6,3",100,I72S2C110J1V1,2,2021,Universidades Estatales CRUCH,both
44662,5,VALPO,5804,VILLA ALEMANA,2,0,5,1,20643737,1,17,5,"6,6",95,I89S1C32J1V2,1,2021,Universidades Privadas CRUCH,both
52944,8,BBIO,8306,NACIMIENTO,2,0,5,3,24938722,1,18,8,"6,1",85,I100S37C304J2V1,1,2021,Institutos Profesionales,both
3605,3,ATCMA,3301,VALLENAR,5,0,5,3,11034100,2,18,3,"6,1",96,I91S2C81J1V2,2,2021,Universidades Privadas CRUCH,both
2059,2,ANTOF,2101,ANTOFAGASTA,1,0,5,3,21937330,1,17,2,"5,5",85,I100S4C150J1V1,1,2021,Institutos Profesionales,both
35937,13,RM,13131,SAN RAMÓN,2,0,5,3,9183875,2,17,13,7,98,I19S4C36J1V1,2,2021,Universidades Privadas,both
47734,4,COQ,4203,LOS VILOS,2,0,5,3,20940961,1,17,4,"4,5",97,I111S21C22J1V1,1,2021,Institutos Profesionales,both
50666,6,LGBO,6301,SAN FERNANDO,2,0,5,3,14795239,2,19,6,6,85,I143S9C92J1V1,2,2021,Institutos Profesionales,both
46395,2,ANTOF,2201,CALAMA,1,0,5,1,19627217,2,17,2,"5,5",85,I143S5C651J2V1,2,2021,Institutos Profesionales,both
52628,8,BBIO,8110,TALCAHUANO,2,0,5,3,15945449,2,17,8,"6,8",100,I87S1C112J1V1,2,2021,Universidades Privadas CRUCH,both
63995,13,RM,13401,SAN BERNARDO,2,0,5,3,15708743,1,17,13,6,90,I111S20C413J1V1,1,2021,Institutos Profesionales,both
49181,5,VALPO,5103,CONCÓN,2,0,5,3,10309019,2,17,5,"6,7",100,I88S1C56J1V1,2,2021,Universidades Privadas CRUCH,both
48150,4,COQ,4102,COQUIMBO,2,0,5,3,23351785,2,17,4,"5,3",95,I4S7C6J1V1,2,2021,Universidades Privadas,both
22995,9,ARAUC,9121,CHOLCHOL,2,0,5,3,13180680,2,17,9,"5,8",100,I143S20C59J1V1,2,2021,Institutos Profesionales,both
64324,13,RM,13125,QUILICURA,2,0,5,3,23849548,2,17,13,"6,4",100,I69S1C1J1V1,2,2021,Universidades Privadas CRUCH,both
28146,13,RM,13108,INDEPENDENCIA,2,0,7,3,22269537,2,18,13,5,74,I218S1C111J1V2,2,2021,Centros de Formación Técnica,both
11347,6,LGBO,6115,RENGO,1,0,5,3,10179254,1,17,6,6,100,I143S9C34J1V1,1,2021,Institutos Profesionales,both
14154,7,MAULE,7401,LINARES,1,0,7,3,13752031,2,17,7,"6,1",86,I92S2C2J1V1,2,2021,Universidades Privadas CRUCH,both
26032,12,MAG,12101,PUNTA ARENAS,1,0,7,3,18340844,2,17,8,"6,4",100,I260S44C84J2V1,2,2021,Centros de Formación Técnica,both
296,15,AYP,15101,ARICA,5,0,5,1,12384903,2,17,15,"6,8",100,I80S1C238J1V4,2,2021,Universidades Estatales CRUCH,both
29676,13,RM,13132,VITACURA,2,0,5,3,24994566,2,17,13,"6,7",100,I23S2C1J1V2,2,2021,Universidades Privadas,both
26575,13,RM,13101,SANTIAGO,1,0,5,1,19957116,2,17,13,"6,9",99,I70S1C21J1V1,2,2021,Universidades Estatales CRUCH,both
56143,14,RIOS,14108,PANGUIPULLI,1,0,5,3,19479193,2,17,14,"6,9",99,I94S1C25J1V1,2,2021,Universidades Privadas CRUCH,both
59789,13,RM,13601,TALAGANTE,3,0,5,3,17643199,2,17,13,"6,9",91,I34S1C226J1V1,2,2021,Universidades Privadas CRUCH,both
32773,13,RM,13113,LA REINA,3,0,5,1,16746813,1,17,13,"6,5",100,I88S4C20J1V1,1,2021,Universidades Privadas CRUCH,both
26258,13,RM,13101,SANTIAGO,1,0,5,1,23300347,1,17,13,"6,9",85,I70S1C64J1V4,1,2021,Universidades Estatales CRUCH,both
52859,8,BBIO,8103,CHIGUAYANTE,2,0,5,1,19805625,2,17,8,"6,2",85,I93S1C25J1V1,2,2021,Universidades Privadas CRUCH,both
54003,16,NUBLE,16101,CHILLÁN,2,0,5,3,16594101,1,17,16,"6,1",85,I100S31C144J2V1,1,2021,Institutos Profesionales,both
4980,4,COQ,4301,OVALLE,2,0,5,1,21267264,1,17,4,"5,9",100,I13S5C31J1V1,1,2021,Universidades Privadas,both
48877,5,VALPO,5103,CONCÓN,2,0,5,3,23832500,2,17,5,"6,8",100,I72S1C4J1V1,2,2021,Universidades Estatales CRUCH,both
32098,13,RM,13114,LAS CONDES,3,0,5,3,15837740,2,17,13,"6,4",100,I34S1C332J1V1,2,2021,Universidades Privadas CRUCH,both
23408,14,RIOS,14106,MARIQUINA,2,0,5,3,17513647,2,17,14,"6,5",93,I90S1C34J1V2,2,2021,Universidades Privadas CRUCH,both
18540,8,BBIO,8110,TALCAHUANO,1,0,5,1,15560724,1,17,8,"6,5",100,I93S1C209J1V1,1,2021,Universidades Privadas CRUCH,both
22205,9,ARAUC,9103,CUNCO,1,0,5,3,18361390,2,18,9,"5,6",85,I94S1C190J1V1,2,2021,Universidades Privadas CRUCH,both
36225,13,RM,13109,LA CISTERNA,2,0,5,3,20313997,2,17,13,"6,9",100,I70S1C161J1V1,2,2021,Universidades Estatales CRUCH,both
5408,4,COQ,4201,ILLAPEL,2,0,5,3,16311144,1,17,4,"6,3",100,I22S1C301J1V1,1,2021,Universidades Privadas,both
66081,13,RM,13302,LAMPA,2,0,5,3,10662831,1,19,13,"5,6",100,I430S10C42J1V2,1,2021,Centros de Formación Técnica,both
26160,12,MAG,12101,PUNTA ARENAS,2,0,5,3,21680788,2,17,12,"5,3",100,I77S1C219J1V1,2,2021,Universidades Estatales CRUCH,both
64149,13,RM,13124,PUDAHUEL,2,0,5,3,23670349,2,17,13,"6,1",85,I143S26C251J1V1,2,2021,Institutos Profesionales,both
23872,14,RIOS,14204,RÍO BUENO,2,0,5,3,23640555,1,17,14,"5,4",100,I90S2C126J1V2,1,2021,Universidades Privadas CRUCH,both
27611,13,RM,13126,QUINTA NORMAL,1,0,5,3,25787361,1,16,13,"6,5",85,I100S34C302J1V1,1,2021,Institutos Profesionales,both
47596,4,COQ,4102,COQUIMBO,2,0,5,1,11722325,1,17,4,"4,6",87,I143S17C651J1V1,1,2021,Institutos Profesionales,both
36385,13,RM,13109,LA CISTERNA,2,0,7,3,26241820,1,17,13,"6,9",88,I111S9C6J1V1,1,2021,Institutos Profesionales,both
64293,13,RM,13125,QUILICURA,2,0,5,3,20872745,2,17,13,"6,5",100,I143S27C92J2V1,2,2021,Institutos Profesionales,both
7859,5,VALPO,5101,VALPARAÍSO,2,0,7,3,23416384,1,17,8,"6,5",100,I72S1C34J1V1,1,2021,Universidades Estatales CRUCH,both
37801,13,RM,13119,MAIPÚ,2,0,5,3,18946894,2,17,13,"6,9",99,I45S2C30J1V1,2,2021,Universidades Privadas,both
46389,2,ANTOF,2101,ANTOFAGASTA,2,0,5,3,22781074,1,18,2,"6,1",90,I91S1C385J1V2,1,2021,Universidades Privadas CRUCH,both
57211,13,RM,13114,LAS CONDES,3,0,5,3,16374125,1,18,13,"6,7",100,I34S1C146J1V1,1,2021,Universidades Privadas CRUCH,both
21657,9,ARAUC,9101,TEMUCO,2,0,5,1,11082749,1,17,9,"6,1",100,I76S1C88J1V1,1,2021,Universidades Estatales CRUCH,both
2627,2,ANTOF,2101,ANTOFAGASTA,3,0,5,3,11708892,1,17,13,"5,8",100,I69S1C495J1V1,1,2021,Universidades Privadas CRUCH,both
43979,8,BBIO,8108,SAN PEDRO DE LA PAZ,2,0,7,3,10896349,1,17,9,"6,3",100,I430S28C78J2V1,1,2021,Centros de Formación Técnica,both
45982,2,ANTOF,2201,CALAMA,2,0,5,3,22919343,2,17,2,"6,1",100,I430S4C280J1V1,2,2021,Centros de Formación Técnica,both
48915,5,VALPO,5802,LIMACHE,2,0,5,3,24135329,1,17,5,"5,5",100,I89S1C38J1V1,1,2021,Universidades Privadas CRUCH,both
984,1,TPCA,1101,IQUIQUE,2,0,5,1,22515156,2,18,1,"5,6",100,I13S3C6J1V1,2,2021,Universidades Privadas,both
45721,1,TPCA,1107,ALTO HOSPICIO,2,0,7,3,24682002,2,17,1,"6,9",85,I13S3C37J1V1,2,2021,Universidades Privadas,both
17589,8,BBIO,8101,CONCEPCIÓN,5,0,5,3,20290877,2,17,8,"5,9",100,I143S13C34J1V1,2,2021,Institutos Profesionales,both
60267,13,RM,13124,PUDAHUEL,2,0,7,3,20237464,2,17,13,"5,7",85,I430S12C39J1V2,2,2021,Centros de Formación Técnica,both
43495,13,RM,13114,LAS CONDES,3,0,5,3,11095352,2,17,13,"6,9",97,I86S5C57J1V1,2,2021,Universidades Privadas CRUCH,both
11088,6,LGBO,6101,RANCAGUA,3,0,5,1,21549703,1,17,6,"6,9",97,I895S1C20J1V1,1,2021,Universidades Estatales CRUCH,both
32256,13,RM,13115,LO BARNECHEA,3,0,5,3,21905131,2,17,13,7,97,I70S1C158J1V1,2,2021,Universidades Estatales CRUCH,both
59021,13,RM,13201,PUENTE ALTO,3,0,5,3,12204942,1,17,13,7,100,I50S1C360J1V1,1,2021,Universidades Privadas,both
10480,6,LGBO,6101,RANCAGUA,4,0,7,3,22548795,1,17,6,"6,4",97,I100S23C301J1V1,1,2021,Institutos Profesionales,both
65628,13,RM,13401,SAN BERNARDO,2,0,7,3,19982606,1,17,13,"6,2",100,I111S20C145J2V1,1,2021,Institutos Profesionales,both
40023,13,RM,13203,SAN JOSÉ DE MAIPO,1,0,7,3,23586154,2,18,13,"5,5",100,I19S4C453J1V1,2,2021,Universidades Privadas,both
24719,10,LAGOS,10101,PUERTO MONTT,3,0,5,3,24244218,1,17,10,"6,4",100,I70S1C23J1V1,1,2021,Universidades Estatales CRUCH,both
44797,1,TPCA,1101,IQUIQUE,2,0,5,1,18577860,2,17,1,"6,8",100,I80S2C4J1V3,2,2021,Universidades Estatales CRUCH,both
34169,13,RM,13120,ÑUÑOA,3,0,5,3,18103947,1,17,13,"6,8",99,I70S1C76J1V1,1,2021,Universidades Estatales CRUCH,both
62349,13,RM,13402,BUIN,1,0,7,3,22884823,1,17,13,"5,3",100,I111S9C69J1V1,1,2021,Institutos Profesionales,both
32632,13,RM,13113,LA REINA,3,0,5,3,15811602,2,18,13,"6,5",100,I45S4C757J1V1,2,2021,Universidades Privadas,both
17420,8,BBIO,8101,CONCEPCIÓN,5,0,5,1,20490678,2,18,8,"6,6",95,I39S2C3J1V1,2,2021,Universidades Privadas,both
28091,13,RM,13127,RECOLETA,2,0,5,1,14915114,2,18,13,"6,2",85,I4S9C25J1V1,2,2021,Universidades Privadas,both
9538,5,VALPO,5804,VILLA ALEMANA,1,0,5,3,11659946,1,17,5,6,85,I89S1C33J1V2,1,2021,Universidades Privadas CRUCH,both
50851,6,LGBO,6117,SAN VICENTE,2,0,5,3,19982861,2,17,6,7,100,I45S2C4J1V1,2,2021,Universidades Privadas,both
32409,13,RM,13123,PROVIDENCIA,3,0,5,3,16874411,1,17,13,"6,6",92,I34S1C146J1V1,1,2021,Universidades Privadas CRUCH,both
29692,13,RM,13114,LAS CONDES,1,0,5,3,11172511,1,18,13,"5,4",100,I69S1C301J1V1,1,2021,Universidades Privadas CRUCH,both
30671,13,RM,13114,LAS CONDES,3,0,5,3,15470249,1,17,13,"6,8",99,I45S2C2J1V1,1,2021,Universidades Privadas,both
33000,13,RM,13120,ÑUÑOA,1,0,5,1,9343981,1,18,13,7,98,I70S1C1J1V1,1,2021,Universidades Estatales CRUCH,both
56790,11,AYSEN,11101,COYHAIQUE,2,0,5,3,11875575,1,17,11,"6,8",100,I280S15C17J2V2,1,2021,Centros de Formación Técnica,both
36497,13,RM,13109,LA CISTERNA,2,0,7,3,23877834,2,17,13,"4,3",85,I155S2C65J1V1,2,2021,Institutos Profesionales,both
18095,8,BBIO,8101,CONCEPCIÓN,2,0,5,3,24850480,1,17,8,"6,4",85,I93S1C19J1V1,1,2021,Universidades Privadas CRUCH,both
34035,13,RM,13120,ÑUÑOA,3,0,5,3,12284570,2,17,13,"6,9",100,I34S1C185J1V1,2,2021,Universidades Privadas CRUCH,both
61403,13,RM,13201,PUENTE ALTO,2,0,5,3,10147657,2,18,13,6,89,I143S23C83J1V1,2,2021,Institutos Profesionales,both
59291,13,RM,13112,LA PINTANA,2,0,5,3,22203468,1,17,13,"6,6",100,I88S6C10J1V1,1,2021,Universidades Privadas CRUCH,both
1417,2,ANTOF,2201,CALAMA,1,0,7,3,10479252,1,17,2,"6,3",85,I100S5C167J1V1,1,2021,Institutos Profesionales,both
30660,13,RM,13114,LAS CONDES,3,0,5,3,22575938,1,18,13,"6,8",99,I86S5C57J1V1,1,2021,Universidades Privadas CRUCH,both
21597,9,ARAUC,9101,TEMUCO,2,0,5,1,19078972,2,17,9,"6,7",99,I10S4C23J1V1,2,2021,Universidades Privadas,both
47638,4,COQ,4101,LA SERENA,3,0,5,1,19138306,2,17,4,"6,6",95,I4S7C503J1V1,2,2021,Universidades Privadas,both
4645,4,COQ,4102,COQUIMBO,2,0,5,3,10748024,1,17,4,"6,8",100,I88S1C18J1V1,1,2021,Universidades Privadas CRUCH,both
52132,8,BBIO,8101,CONCEPCIÓN,2,0,7,3,18209375,1,17,8,7,94,I87S1C189J1V1,1,2021,Universidades Privadas CRUCH,both
1709,2,ANTOF,2101,ANTOFAGASTA,1,0,7,3,25578386,1,17,2,"6,6",85,I91S1C29J1V2,1,2021,Universidades Privadas CRUCH,both
62715,13,RM,13115,LO BARNECHEA,3,0,5,3,18356489,1,17,13,"6,9",100,I34S1C85J1V4,1,2021,Universidades Privadas CRUCH,both
45619,1,TPCA,1107,ALTO HOSPICIO,2,0,8,4,24114228,2,45,1,"6,2",80,I906S1C1J2V1,2,2021,Centros de Formación Técnica Estatales,both
1323,2,ANTOF,2201,CALAMA,1,0,5,3,19929070,2,18,2,"5,7",85,I9S2C6J1V1,2,2021,Universidades Privadas,both
52912,8,BBIO,8203,CAÑETE,2,0,7,3,11383391,2,17,8,"6,3",85,I93S3C59J1V1,2,2021,Universidades Privadas CRUCH,both
29285,13,RM,13101,SANTIAGO,2,0,5,3,25478596,2,18,13,"6,1",100,I111S22C484J1V1,2,2021,Institutos Profesionales,both
49870,5,VALPO,5701,SAN FELIPE,2,0,7,3,15090908,2,20,5,"6,5",100,I143S21C29J1V1,2,2021,Institutos Profesionales,both
38502,13,RM,13108,INDEPENDENCIA,2,0,5,3,16384998,1,17,13,"6,4",90,I430S10C67J2V1,1,2021,Centros de Formación Técnica,both
7761,5,VALPO,5101,VALPARAÍSO,2,0,5,1,17778388,1,17,5,"6,4",100,I88S2C71J1V3,1,2021,Universidades Privadas CRUCH,both
32885,13,RM,13120,ÑUÑOA,4,0,7,3,10388237,2,17,13,"6,3",85,I31S3C11J1V1,2,2021,Universidades Privadas,both
52949,8,BBIO,8103,CHIGUAYANTE,2,0,5,3,17804305,2,17,8,"6,9",85,I87S1C105J1V1,2,2021,Universidades Privadas CRUCH,both
39459,13,RM,13201,PUENTE ALTO,1,0,5,3,19013826,2,17,13,"4,8",100,I260S47C47J1V1,2,2021,Centros de Formación Técnica,both
45402,1,TPCA,1107,ALTO HOSPICIO,2,0,7,3,16834234,2,20,1,"6,8",100,I13S3C31J1V1,2,2021,Universidades Privadas,both
27163,13,RM,13101,SANTIAGO,1,0,7,2,24728990,1,18,13,"5,4",85,I193S2C21J1V1,1,2021,Institutos Profesionales,both
14723,7,MAULE,7201,CAUQUENES,1,0,7,3,17463916,1,17,7,"5,7",85,I430S26C78J1V1,1,2021,Centros de Formación Técnica,both
54306,16,NUBLE,16102,BULNES,2,0,5,1,23456199,2,18,16,"6,2",100,I260S42C47J1V1,2,2021,Centros de Formación Técnica,both
40839,13,RM,13404,PAINE,2,0,5,3,15976186,2,17,13,"6,7",100,I111S6C43J1V1,2,2021,Institutos Profesionales,both
61182,13,RM,13201,PUENTE ALTO,2,0,5,3,24798796,2,17,13,"6,7",96,I71S1C18J1V2,2,2021,Universidades Estatales CRUCH,both
41123,13,RM,13601,TALAGANTE,2,0,7,3,19066050,1,17,13,"4,7",90,I111S15C19J1V1,1,2021,Institutos Profesionales,both
7409,5,VALPO,5101,VALPARAÍSO,1,0,5,3,17096146,2,18,5,"6,7",100,I72S1C80J1V1,2,2021,Universidades Estatales CRUCH,both
32681,13,RM,13113,LA REINA,3,0,5,3,20999196,1,18,13,"6,9",100,I86S1C117J1V2,1,2021,Universidades Privadas CRUCH,both
43316,13,RM,13504,MARÍA PINTO,1,0,5,3,11527101,1,17,13,"6,5",100,I111S23C48J1V1,1,2021,Institutos Profesionales,both
1166,2,ANTOF,2302,MARÍA ELENA,1,0,5,3,12934867,2,17,2,"6,5",95,I91S1C124J1V2,2,2021,Universidades Privadas CRUCH,both
19500,8,BBIO,8102,CORONEL,1,0,5,1,17223445,2,17,8,"6,6",100,I87S1C101J1V1,2,2021,Universidades Privadas CRUCH,both
46454,2,ANTOF,2101,ANTOFAGASTA,3,0,5,3,11404486,1,17,2,"6,4",94,I88S1C12J1V1,1,2021,Universidades Privadas CRUCH,both
22382,9,ARAUC,9120,VILLARRICA,2,0,5,3,11980720,2,18,13,"6,3",100,I2S1C3J1V1,2,2021,Universidades Privadas,both
56111,14,RIOS,14108,PANGUIPULLI,1,0,5,3,14158273,1,17,8,"6,8",99,I90S1C128J1V2,1,2021,Universidades Privadas CRUCH,both
30764,13,RM,13132,VITACURA,3,0,5,3,24827907,1,18,13,7,100,I86S5C131J1V2,1,2021,Universidades Privadas CRUCH,both
9983,5,VALPO,5603,CARTAGENA,1,0,5,3,14386340,2,17,5,"6,3",85,I39S6C2J1V1,2,2021,Universidades Privadas,both
31833,13,RM,13132,VITACURA,3,0,5,3,15571893,2,17,13,"6,9",100,I86S5C300J1V1,2,2021,Universidades Privadas CRUCH,both
54309,8,BBIO,8108,SAN PEDRO DE LA PAZ,1,0,7,3,21123541,2,18,8,"6,4",100,I260S45C79J1V1,2,2021,Centros de Formación Técnica,both
14628,7,MAULE,7201,CAUQUENES,1,0,5,3,24326371,2,17,7,"6,7",85,I367S2C137J1V1,2,2021,Centros de Formación Técnica,both
54634,9,ARAUC,9101,TEMUCO,2,0,7,3,18287678,2,17,9,"6,2",90,I94S1C190J1V1,2,2021,Universidades Privadas CRUCH,both
58709,13,RM,13124,PUDAHUEL,5,0,5,3,15232323,1,18,13,"6,5",85,I100S13C304J2V1,1,2021,Institutos Profesionales,both
46639,3,ATCMA,3101,COPIAPÓ,1,0,7,3,11964204,2,17,3,"6,2",90,I79S1C171J1V1,2,2021,Universidades Estatales CRUCH,both
31012,13,RM,13132,VITACURA,3,0,5,3,10507216,1,18,13,"6,9",100,I23S2C253J1V1,1,2021,Universidades Privadas,both
61916,13,RM,13126,QUINTA NORMAL,2,0,5,3,15739314,2,17,13,"5,2",72,I89S1C288J1V2,2,2021,Universidades Privadas CRUCH,both
29749,13,RM,13132,VITACURA,3,0,5,3,22458067,1,17,5,"6,8",88,I45S2C4J1V1,1,2021,Universidades Privadas,both
18951,8,BBIO,8110,TALCAHUANO,3,0,5,3,9810631,2,17,8,"6,7",98,I87S1C105J1V1,2,2021,Universidades Privadas CRUCH,both
49265,5,VALPO,5109,VIÑA DEL MAR,2,0,5,3,23061058,1,18,5,"6,5",100,I72S1C54J1V2,1,2021,Universidades Estatales CRUCH,both
38352,13,RM,13103,CERRO NAVIA,2,0,5,3,18397808,1,18,13,"6,4",85,I2S1C222J1V1,1,2021,Universidades Privadas,both
50546,6,LGBO,6105,DOÑIHUE,2,0,5,3,23629379,2,18,6,"6,6",100,I78S1C15J1V1,2,2021,Universidades Estatales CRUCH,both
32575,13,RM,13113,LA REINA,3,0,5,3,18592263,2,17,13,"6,5",85,I34S1C277J1V2,2,2021,Universidades Privadas CRUCH,both
64584,13,RM,13125,QUILICURA,2,0,5,3,13628006,2,17,13,"6,6",100,I69S1C12J1V1,2,2021,Universidades Privadas CRUCH,both
28906,13,RM,13101,SANTIAGO,2,0,5,3,23943944,1,17,13,"6,8",28,I71S1C4J1V1,1,2021,Universidades Estatales CRUCH,both
6202,5,VALPO,5701,SAN FELIPE,2,0,5,3,21557243,2,17,5,"6,6",100,I111S2C53J1V1,2,2021,Institutos Profesionales,both
60156,13,RM,13119,MAIPÚ,2,0,5,3,20112122,2,17,13,7,85,I71S1C2J1V1,2,2021,Universidades Estatales CRUCH,both
14093,7,MAULE,7401,LINARES,2,0,5,3,20293584,2,17,7,"6,8",97,I31S2C41J1V1,2,2021,Universidades Privadas,both
67008,2,ANTOF,2101,ANTOFAGASTA,2,0,5,3,15426682,2,17,2,"6,9",100,I91S1C30J1V2,2,2021,Universidades Privadas CRUCH,both
53014,8,BBIO,8102,CORONEL,2,0,5,3,20865808,1,17,8,"6,9",100,I39S2C170J1V2,1,2021,Universidades Privadas,both
3018,3,ATCMA,3202,DIEGO DE ALMAGRO,2,0,5,3,19670319,2,17,3,"6,8",90,I86S5C649J1V1,2,2021,Universidades Privadas CRUCH,both
49592,5,VALPO,5501,QUILLOTA,2,0,5,3,19761883,1,17,5,"5,9",95,I629S6C119J1V1,1,2021,Centros de Formación Técnica,both
22319,9,ARAUC,9120,VILLARRICA,1,0,5,3,15509637,2,17,9,"6,1",100,I94S1C4J1V1,2,2021,Universidades Privadas CRUCH,both
60166,13,RM,13119,MAIPÚ,2,0,5,3,18694343,2,17,13,7,85,I71S1C23J1V1,2,2021,Universidades Estatales CRUCH,both
58935,13,RM,13112,LA PINTANA,2,0,7,3,18928023,2,18,13,"6,6",75,I260S47C118J1V1,2,2021,Centros de Formación Técnica,both
40334,13,RM,13401,SAN BERNARDO,2,0,5,3,15682023,1,17,13,6,100,I20S1C84J1V1,1,2021,Universidades Privadas,both
42050,15,AYP,15101,ARICA,2,0,5,3,10352243,1,18,15,"6,2",100,I80S1C2J1V1,1,2021,Universidades Estatales CRUCH,both
41764,13,RM,13503,CURACAVÍ,1,0,5,3,14266276,1,17,13,"5,4",87,I218S1C150J1V2,1,2021,Centros de Formación Técnica,both
37761,13,RM,13119,MAIPÚ,2,0,5,3,13102969,2,17,13,"6,2",85,I4S9C503J1V1,2,2021,Universidades Privadas,both
19995,8,BBIO,8206,LOS ÁLAMOS,1,1,5,3,12370903,1,17,8,"6,6",100,I450S2C56J1V1,1,2021,Centros de Formación Técnica,both
41546,13,RM,13501,MELIPILLA,2,0,5,3,17885480,2,17,13,6,85,I19S4C98J1V1,2,2021,Universidades Privadas,both
58764,13,RM,13202,PIRQUE,3,0,5,3,16027744,1,18,13,"6,1",100,I100S19C169J1V1,1,2021,Institutos Profesionales,both
51434,7,MAULE,7301,CURICÓ,2,0,5,3,11706642,1,18,7,"5,2",100,I430S33C326J1V1,1,2021,Centros de Formación Técnica,both
3799,3,ATCMA,3304,HUASCO,5,0,7,3,24000110,1,17,3,"5,6",100,I79S3C146J2V2,1,2021,Universidades Estatales CRUCH,both
64615,13,RM,13125,QUILICURA,2,0,5,3,24120213,1,18,13,"6,3",86,I111S5C484J1V1,1,2021,Institutos Profesionales,both
59454,13,RM,13114,LAS CONDES,3,0,5,3,23769938,1,18,13,"6,9",100,I70S1C58J1V1,1,2021,Universidades Estatales CRUCH,both
14631,7,MAULE,7201,CAUQUENES,1,0,5,3,13316425,2,17,7,"5,9",85,I367S2C181J2V1,2,2021,Centros de Formación Técnica,both
62570,13,RM,13105,EL BOSQUE,2,0,7,3,16484354,2,17,13,"5,1",100,I103S1C2J1V1,2,2021,Institutos Profesionales,both
7118,5,VALPO,5802,LIMACHE,2,0,5,3,21679820,1,17,5,6,100,I111S4C145J1V1,1,2021,Institutos Profesionales,both
52351,8,BBIO,8301,LOS ÁNGELES,2,0,5,3,24703047,2,17,8,"6,5",100,I39S2C145J1V1,2,2021,Universidades Privadas,both
56636,10,LAGOS,10102,CALBUCO,1,0,5,3,11150315,2,17,10,"5,5",100,I260S35C280J1V1,2,2021,Centros de Formación Técnica,both
12855,7,MAULE,7101,TALCA,1,0,5,3,13468703,2,17,7,"6,8",85,I78S1C294J1V1,2,2021,Universidades Estatales CRUCH,both
7361,5,VALPO,5101,VALPARAÍSO,1,0,7,1,23686884,2,18,5,"5,8",92,I19S6C229J1V1,2,2021,Universidades Privadas,both
67188,13,RM,13201,PUENTE ALTO,2,0,7,3,19605691,2,18,13,"6,2",85,I260S47C79J1V1,2,2021,Centros de Formación Técnica,both
246,15,AYP,15101,ARICA,5,0,7,3,23685599,1,17,15,"5,9",85,I902S1C16J1V1,1,2021,Centros de Formación Técnica Estatales,both
58330,13,RM,13110,LA FLORIDA,2,0,5,1,12489730,1,17,13,"5,5",78,I111S12C23J1V1,1,2021,Institutos Profesionales,both
2457,2,ANTOF,2101,ANTOFAGASTA,2,0,5,3,13945445,1,18,2,"6,3",85,I91S1C29J1V2,1,2021,Universidades Privadas CRUCH,both
35417,13,RM,13121,PEDRO AGUIRRE CERDA,2,0,5,3,15927992,1,17,13,"6,3",100,I143S15C251J1V1,1,2021,Institutos Profesionales,both
326,15,AYP,15101,ARICA,2,0,5,3,10040009,2,17,15,"5,4",100,I100S14C272J1V1,2,2021,Institutos Profesionales,both
61840,13,RM,13124,PUDAHUEL,2,0,7,3,23986958,2,17,13,"6,9",100,I111S15C6J1V1,2,2021,Institutos Profesionales,both
30903,13,RM,13114,LAS CONDES,3,0,5,3,11800517,1,17,13,"6,8",98,I45S2C38J1V1,1,2021,Universidades Privadas,both
31473,13,RM,13123,PROVIDENCIA,1,0,5,1,21495829,2,17,13,"6,9",85,I70S1C174J1V1,2,2021,Universidades Estatales CRUCH,both
57438,13,RM,13128,RENCA,2,0,7,3,11376969,1,17,13,7,85,I88S6C13J1V2,1,2021,Universidades Privadas CRUCH,both
